Rank,Name,Age,Net Worth,Country,Source,Industries
1513,SWIFT XIE,40,1.4,China,drones,Technology
1513,ZHANG YUANLIN,44,1.4,China,real estate,Real Estate
1513,JANE YAN & FAMILY,50,1.4,China,software,Technology
1513,LI CHUNAN,51,1.4,China,renewable energy,Manufacturing
1513,QIAN YING,54,1.4,China,pig breeding,Food & Beverage
1513,WANG JILEI,55,1.4,China,logistics,Logistics
1513,PU ZHONGJIE & FAMILY,57,1.4,China,medical equipment,Healthcare
1513,HU KAIJUN,58,1.4,China,pharmaceuticals,Healthcare
1513,SANJIV GOENKA,59,1.4,India,diversified,Diversified
1513,QIU JIANPING & FAMILY,58,1.4,China,hand tools,Manufacturing
1513,FU KWAN,62,1.4,China,"real estate, diversified",Diversified
1513,SHAO QINXIANG,65,1.4,China,diversified,Manufacturing
1513,LEI JUFANG,67,1.4,China,pharmaceuticals,Healthcare
1513,DENG YINGZHONG,69,1.4,China,papers,Manufacturing
1513,YANG ERZHU,69,1.4,China,real estate,Real Estate
1513,YUAN FUGEN & FAMILY,69,1.4,China,metal processing,Manufacturing
1513,WANG JIANFENG & FAMILY,50,1.4,China,auto parts,Automotive
1513,STEVE CASE,61,1.4,United States,AOL,Technology
1513,VIVIEN CHEN,61,1.4,Hong Kong,real estate,Real Estate
1513,KATHY FIELDS,61,1.4,United States,skin care,Fashion & Retail
1513,SCOTT KAPNICK,61,1.4,United States,private equity,Finance & Investments
1513,EREN OZMEN,61,1.4,United States,aerospace,Manufacturing
1513,MAURIZIO BILLI,62,1.4,Brazil,generic drugs,Healthcare
1513,PAUL FOSTER,62,1.4,United States,oil refining,Energy
1513,FATIH OZMEN,62,1.4,United States,aerospace,Manufacturing
1513,AJAY PAREKH,62,1.4,India,adhesives,Manufacturing
1513,P.V. RAMPRASAD REDDY,62,1.4,India,pharmaceuticals,Healthcare
1513,THOMAS DUFF,63,1.4,United States,"tires, diversified",Diversified
1513,FARKHAD AKHMEDOV,64,1.4,Russia,investments,Energy
1513,BINOD CHAUDHARY,64,1.4,Nepal,diversified,Diversified
1513,THEODORE LEONSIS,64,1.4,United States,sports teams,Sports
1513,KATIE RODAN,64,1.4,United States,skin care,Fashion & Retail
1513,DAVID TEOH & FAMILY,64,1.4,Australia,telecom,Telecom
1513,NANDAN NILEKANI,64,1.4,India,software services,Technology
1513,NORBERT DENTRESSANGLE,65,1.4,France,"transport, logistics",Logistics
1513,LEO KOGUAN,65,1.4,United States,IT provider,Technology
1513,RAMON ANG,66,1.4,Philippines,Diversified,Food & Beverage
1513,K.C. LIU,66,1.4,Taiwan,manufacturing,Technology
1513,JONATHAN TISCH,66,1.4,United States,"insurance, NFL team",Diversified
1513,RON BURKLE,67,1.4,United States,"supermarkets, investments",Finance & Investments
1513,"ROBERT COYIUTO, JR.",67,1.4,Philippines,power,Energy
1513,BHARAT DESAI,67,1.4,United States,IT consulting,Technology
1513,ANATOLY LOMAKIN,67,1.4,Russia,investments,Metals & Mining
1513,HUSSAIN SAJWANI,67,1.4,United Arab Emirates,real estate,Real Estate
1513,VASILY ANISIMOV,68,1.4,Russia,real estate,Metals & Mining
1513,HAMILTON JAMES,68,1.4,United States,investments,Finance & Investments
1513,SERGE GODIN,70,1.4,Canada,information technology,Technology
1513,SUE GROSS,70,1.4,United States,investments,Finance & Investments
1513,PYOTR KONDRASHEV,70,1.4,Russia,investments,Manufacturing
1513,BILL ALFOND,71,1.4,United States,shoes,Fashion & Retail
1513,LOUIS LE DUFF,73,1.4,France,bakeries,Food & Beverage
1513,WILLY MICHEL,73,1.4,Switzerland,medical devices,Healthcare
1513,STEPHEN WINN,73,1.4,United States,real estate services,Real Estate
1513,SUSAN ALFOND,74,1.4,United States,shoes,Fashion & Retail
1513,DAVID BOOTH,74,1.4,United States,mutual funds,Finance & Investments
1513,MASSIMO MORATTI,74,1.4,Italy,oil refinery,Energy
1513,TED ALFOND,75,1.4,United States,shoes,Fashion & Retail
1513,DENNIS GILLINGS,75,1.4,United Kingdom,drug testing,Healthcare
1513,DAVID HINDAWI,75,1.4,United States,software,Technology
1513,MANUEL LAO HERNANDEZ,75,1.4,Spain,casinos,Gambling & Casinos
1513,TOSHIO MOTOYA,76,1.4,Japan,hotels,Service
1513,PRACHAK TANGKARAVAKOON,76,1.4,Thailand,paints,Manufacturing
1513,EUGENE MURTAGH,77,1.4,Ireland,building materials,Manufacturing
1513,ELAINE WYNN,77,1.4,United States,"casinos, hotels",Gambling & Casinos
1513,SUNA KIRAC,78,1.4,Turkey,diversified,Diversified
1513,NICOLA BULGARI,79,1.4,Italy,luxury goods,Fashion & Retail
1513,BEDA DIETHELM,79,1.4,Switzerland,hearing aids,Healthcare
1513,"HERBERT ALLEN, JR. & FAMILY",80,1.4,United States,investment banking,Finance & Investments
1513,NARENDRAKUMAR PAREKH,81,1.4,India,adhesives,Manufacturing
1513,HAL JACKMAN,87,1.4,Canada,"insurance, investments",Finance & Investments
1513,WANG REN-SHENG,88,1.4,Taiwan,retail,Fashion & Retail
1513,PETER BUCK,89,1.4,United States,Subway sandwich shops,Food & Beverage
1513,MOHAMED AL FAYED,91,1.4,Egypt,"retail, investments",Fashion & Retail
1513,W. HERBERT HUNT,91,1.4,United States,oil,Energy
1513,BILLY JOE (RED) MCCOMBS,92,1.4,United States,"real estate, oil, cars, sports",Diversified
1513,GEORGE JOSEPH,98,1.4,United States,insurance,Finance & Investments
1513,KARIN SCHICK,,1.4,Germany,information technology,Technology
1613,KEVIN SYSTROM,36,1.3,United States,Instagram,Technology
1613,DREW HOUSTON,37,1.3,United States,cloud storage service,Technology
1613,SEBASTIAN KULCZYK,39,1.3,Poland,diversified,Finance & Investments
1613,LOUISE LINDH,40,1.3,Sweden,investments,Diversified
1613,RYAN SMITH,41,1.3,United States,cloud computing,Technology
1613,AYMAN HARIRI,41,1.3,Lebanon,"construction, investments",Construction & Engineering
1613,SHAMSHEER VAYALIL,43,1.3,India,healthcare,Healthcare
1613,DANIEL DINES,48,1.3,Romania,software,Technology
1613,ROMAN TROTSENKO,49,1.3,Russia,"transport, engineering, real estate",Logistics
1613,WU KAITING,50,1.3,Hong Kong,electronics,Telecom
1613,AMIT BURMAN,50,1.3,India,consumer goods,Food & Beverage
1613,ALEXANDER KARP,52,1.3,United States,software firm,Technology
1613,MIKA ANTTONEN,53,1.3,Finland,oil & gas,Energy
1613,PETER LEIBINGER,53,1.3,Germany,machine tools,Manufacturing
1613,LESLEY BAMBERGER,54,1.3,Netherlands,real estate,Real Estate
1613,SOL DAURELLA,54,1.3,Spain,Coca-Cola,Food & Beverage
1613,EUGENE KASPERSKY,54,1.3,Russia,software,Technology
1613,STEVEN SAROWITZ,54,1.3,United States,payroll software,Technology
1613,ILONA HERLIN,55,1.3,Finland,"elevators, escalators",Manufacturing
1613,ELENA BATURINA,57,1.3,Russia,"investments, real estate",Construction & Engineering
1613,ALEXANDRA DAITCH,57,1.3,United States,Cargill,Food & Beverage
1613,DENG HUI & FAMILY,57,1.3,United States,software,Technology
1613,REGINE LEIBINGER,57,1.3,Germany,machine tools,Manufacturing
1613,HELOISE PRATT,57,1.3,Australia,"manufacturing, investment",Manufacturing
1613,PETTER STORDALEN & FAMILY,57,1.3,Norway,hotels,Service
1613,KEN XIE,57,1.3,United States,cybersecurity,Technology
1613,DAVID HARDING,58,1.3,United Kingdom,finance,Finance & Investments
1613,KOON POH KEONG,58,1.3,Malaysia,aluminum,Manufacturing
1613,DANIEL CHIU,59,1.3,Hong Kong,oil & gas,Energy
1613,"B. WAYNE HUGHES, JR.",59,1.3,United States,storage facilities,Real Estate
1613,VICTOR PINCHUK,59,1.3,Ukraine,"steel pipes, diversified",Metals & Mining
1613,VLAD SHMUNIS,59,1.3,United States,cloud technology,Technology
1613,FRANK LAUKIEN,60,1.3,United States,scientific equipment,Manufacturing
1613,PETER SPUHLER,60,1.3,Switzerland,train cars,Manufacturing
1613,LUCY STITZER,60,1.3,United States,Cargill,Food & Beverage
1613,KENNETH TUCHMAN,60,1.3,United States,outsourcing,Service
1613,LIU YACHAO,39,1.3,China,education,Service
1613,ZHU YIMING,47,1.3,China,semiconductors,Technology
1613,ZHANG XUANNING,49,1.3,China,retail,Fashion & Retail
1613,JIANG XUEFEI & FAMILY,50,1.3,China,printed circuit boards,Technology
1613,ILKKA HERLIN,61,1.3,Finland,"elevators, escalators",Manufacturing
1613,MELISSA MA,50,1.3,China,internet search,Technology
1613,WONG KWONG YU & FAMILY,50,1.3,China,retail,Fashion & Retail
1613,RAJENDRA AGARWAL,61,1.3,India,pharmaceuticals,Healthcare
1613,ZHANG XIAOJUAN,50,1.3,China,logistics,Logistics
1613,WANG JUNMIN,51,1.3,China,pharmaceuticals,Healthcare
1613,HONG JIE,52,1.3,China,paint,Manufacturing
1613,MA FEI,52,1.3,China,electronics components,Technology
1613,ZHOU CHENGJIAN,54,1.3,China,fashion retail,Fashion & Retail
1613,CHENG LILI,55,1.3,China,poultry breeding,Food & Beverage
1613,HU YANGZHONG,55,1.3,China,technology,Technology
1613,LI TAN,55,1.3,China,pharmaceuticals,Healthcare
1613,LIM WEE CHAI,62,1.3,Malaysia,rubber gloves,Manufacturing
1613,HU GENGXI & FAMILY,56,1.3,China,Bio-Pharma,Healthcare
1613,XIANG GUANGMING & FAMILY,56,1.3,China,waste disposal,Manufacturing
1613,SHI YUZHU,57,1.3,China,"online games, investments",Diversified
1613,SUNNY VARKEY,62,1.3,India,education,Service
1613,WEN PENGCHENG & FAMILY,57,1.3,China,agribusiness,Food & Beverage
1613,LI FENGLUAN,58,1.3,China,"steel, diversified",Diversified
1613,YE CHENG,58,1.3,China,conglomerate,Diversified
1613,KE XIPING & FAMILY,59,1.3,China,investments,Diversified
1613,RUAN HONGLIANG & FAMILY,59,1.3,China,glass,Manufacturing
1613,ZHANG KEQIANG,59,1.3,China,real estate,Real Estate
1613,WILHELM BEIER & FAMILY,63,1.3,Germany,pharmaceuticals,Healthcare
1613,YANG SHAOPENG,62,1.3,China,shipping,Logistics
1613,ZHANG YIN,63,1.3,China,paper manufacturing,Manufacturing
1613,XIU LAIGUI,65,1.3,China,pharmaceuticals,Healthcare
1613,XIE JUHUA & FAMILY,69,1.3,China,pharmaceuticals,Healthcare
1613,ZHANG WANZHEN,70,1.3,China,electronics components,Manufacturing
1613,TURGAY CINER,64,1.3,Turkey,diversified,Diversified
1613,KWEK LENG PECK,64,1.3,Singapore,diversified,Diversified
1613,WILLIAM STONE,64,1.3,United States,software,Technology
1613,JIM CRANE,66,1.3,United States,"logistics, baseball",Sports
1613,BRUNELLO CUCINELLI & FAMILY,66,1.3,Italy,fashion,Fashion & Retail
1613,MICHAEL KRASNY,66,1.3,United States,retail,Technology
1613,MANFREDI LEFEBVRE D'OVIDIO,66,1.3,Italy,cruises,Service
1613,SARAH MACMILLAN,66,1.3,United States,Cargill,Food & Beverage
1613,ARCHIE HWANG,67,1.3,Taiwan,semiconductors,Technology
1613,MARIO MORETTI POLEGATO & FAMILY,67,1.3,Italy,shoes,Fashion & Retail
1613,CRAIG NEWMARK,67,1.3,United States,Craigslist,Technology
1613,ALEXANDER ROVT,67,1.3,United States,"fertilizer, real estate",Manufacturing
1613,BANWARILAL BAWRI,67,1.3,India,pharmaceuticals,Healthcare
1613,VLADIMIR BOGDANOV,68,1.3,Russia,oil,Energy
1613,JOHN MARTIN,68,1.3,United States,pharmaceuticals,Healthcare
1613,STEPHEN SMITH,68,1.3,Canada,finance and investments,Finance & Investments
1613,ANITA ZUCKER,68,1.3,United States,chemicals,Manufacturing
1613,JASMINDER SINGH & FAMILY,69,1.3,United Kingdom,hotels,Real Estate
1613,JIM KOCH,70,1.3,United States,beer,Food & Beverage
1613,ALVARO SAIEH BENDECK,70,1.3,Chile,banking,Finance & Investments
1613,ROBERTO ANGELINI ROSSI,71,1.3,Chile,"forestry, mining",Diversified
1613,OEI HONG LEONG,72,1.3,Singapore,investments,Finance & Investments
1613,FERNANDO ROIG,72,1.3,Spain,supermarkets,Fashion & Retail
1613,ALAIN TARAVELLA,72,1.3,France,real estate development,Real Estate
1613,GIRDHARILAL BAWRI,72,1.3,India,pharmaceuticals,Healthcare
1613,KUTAYBA ALGHANIM,74,1.3,Kuwait,diversified,Diversified
1613,CHIN JONG HWA,61,1.3,Taiwan,auto parts,Automotive
1613,LACHHMAN DAS MITTAL,89,1.3,India,tractors,Automotive
1613,CHAO TENG-HSIUNG,75,1.3,Taiwan,real estate,Real Estate
1613,ALBERTO SICCARDI & FAMILY,75,1.3,Switzerland,medical devices,Healthcare
1613,LIM OON KUIN,76,1.3,Singapore,oil trading,Energy
1613,NIRANJAN HIRANANDANI,70,1.3,India,real estate,Real Estate
1613,TERENCE (TERRY) MATTHEWS,77,1.3,Canada,telecom,Telecom
1613,KAZUO OKADA & FAMILY,77,1.3,Japan,casinos,Gambling & Casinos
1613,ERIK PAULSSON & FAMILY,78,1.3,Sweden,"construction, real estate",Real Estate
1613,SUBHASH RUNWAL,76,1.3,India,real estate,Real Estate
1613,JACK COCKWELL,79,1.3,Canada,"real estate, private equity",Finance & Investments
1613,DARWIN DEASON,79,1.3,United States,Xerox,Service
1613,YOSHIKO MORI,79,1.3,Japan,real estate,Real Estate
1613,ANTTI AARNIO-WIHURI,80,1.3,Finland,diversified,Diversified
1613,PAOLO BULGARI,82,1.3,Italy,luxury goods,Fashion & Retail
1613,DUNCAN MACMILLAN,82,1.3,United States,Bloomberg LP,Finance & Investments
1613,LILY SAFRA,82,1.3,Monaco,banking,Finance & Investments
1613,KISHORE MARIWALA,85,1.3,India,consumer goods,Food & Beverage
1613,CARLOS ARDILA LÜLLE,89,1.3,Colombia,"soft drinks, diversified",Food & Beverage
1613,SIDNEY KIMMEL,92,1.3,United States,retail,Fashion & Retail
1613,ANA MARIA BRESCIA CAFFERATA,95,1.3,Peru,"mining, banking",Diversified
1613,ANNA KATHARINA VIESSMANN,,1.3,Germany,heating and cooling equipment,Manufacturing
1730,ELISABETH FURTWAENGLER,28,1.2,Germany,publishing,Media & Entertainment
1730,EVA MARIA BRAUN-LUEDICKE,33,1.2,Germany,medical technology,Healthcare
1730,FRIEDERIKE BRAUN-LUEDICKE,36,1.2,Germany,medical technology,Healthcare
1730,SACHIN BANSAL,38,1.2,India,flipkart,Fashion & Retail
1730,GANG YE,39,1.2,Singapore,gaming,Media & Entertainment
1730,TOM PRESTON-WERNER,40,1.2,United States,collaborative software,Technology
1730,JITSE GROEN,41,1.2,Netherlands,food delivery service,Food & Beverage
1730,BERNHARD BRAUN-LUEDICKE,43,1.2,Germany,medical technology,Healthcare
1730,GREG MONDRE,45,1.2,United States,private equity,Finance & Investments
1730,JARED SMITH,45,1.2,United States,cloud computing,Technology
1730,EGON DURBAN,46,1.2,Germany,private equity,Finance & Investments
1730,DAN GERTLER,46,1.2,Israel,mining,Metals & Mining
1730,MIKE BINGLE,47,1.2,United States,private equity,Finance & Investments
1730,RADHA VEMBU,47,1.2,India,technology,Technology
1730,MARC ANDREESSEN,48,1.2,United States,venture capital investing,Finance & Investments
1730,LEE BOO-JIN,49,1.2,South Korea,Samsung,Service
1730,THOMAS TULL,49,1.2,United States,"movies, investments",Media & Entertainment
1730,KENNETH HAO,51,1.2,United States,private equity,Finance & Investments
1730,DANIEL LUBETZKY,51,1.2,United States,snack bars,Food & Beverage
1730,GLEB FETISOV,53,1.2,Russia,investments,Telecom
1730,MARK PINCUS,54,1.2,United States,online games,Technology
1730,ANDREAS POHL,55,1.2,Germany,mutual funds,Finance & Investments
1730,ANATOLY SEDYKH,55,1.2,Russia,steel pipes,Metals & Mining
1730,DANIEL MATE,56,1.2,Spain,"mining, commodities",Metals & Mining
1730,ANDREI RAPPOPORT,56,1.2,Russia,investments,Finance & Investments
1730,ARKADY VOLOZH,56,1.2,Russia,search engine,Media & Entertainment
1730,SANJEEV BIKHCHANDANI,56,1.2,India,Internet,Technology
1730,LIU MING CHUNG,57,1.2,Brazil,paper,Manufacturing
1730,HENADIY BOHOLYUBOV,58,1.2,Ukraine,"banking, investments",Diversified
1730,ZAKHAR SMUSHKIN,58,1.2,Russia,"pulp and paper, diversified",Diversified
1730,PAVEL BAUDIS,59,1.2,Czechia,software,Technology
1730,KIM SANG-YEOL,59,1.2,South Korea,construction,Construction & Engineering
1730,ANDREI KOSOGOV,59,1.2,Russia,"oil, banking, telecom",Energy
1730,THOMAS SANDELL,59,1.2,Sweden,hedge funds,Finance & Investments
1730,LAWRENCE GOLUB,60,1.2,United States,private equity,Finance & Investments
1730,NICOLA LEIBINGER-KAMMUELLER,60,1.2,Germany,manufacturing,Manufacturing
1730,"REINFRIED POHL, JR.",60,1.2,Germany,mutual funds,Finance & Investments
1730,BORIS ZINGAREVICH,60,1.2,Russia,"pulp and paper, diversified",Diversified
1730,RON SIM,61,1.2,Singapore,retail,Fashion & Retail
1730,POLLYANNA CHU,62,1.2,Hong Kong,financial services,Finance & Investments
1730,HENRY ENGELHARDT,62,1.2,United States,insurance,Finance & Investments
1730,J. CHRISTOPHER FLOWERS,62,1.2,United States,investments,Finance & Investments
1730,CHRISTOPH HENKEL,62,1.2,Germany,consumer goods,Fashion & Retail
1730,ZHONG SHENG JIAN,62,1.2,Singapore,real estate,Real Estate
1730,MEHMET AYDINLAR,63,1.2,Turkey,hospitals,Healthcare
1730,BORIS ROTENBERG,63,1.2,Russia,"construction, pipes, chemicals",Construction & Engineering
1730,CHENG WEI,37,1.2,China,ride-hailing service,Service
1730,MU RONGJUN,40,1.2,China,e-commerce,Technology
1730,LU HONGYAN,42,1.2,China,online games,Media & Entertainment
1730,YU RONG,48,1.2,China,health clinics,Healthcare
1730,JAMIE DIMON,64,1.2,United States,banking,Finance & Investments
1730,ALEXANDER DZHAPARIDZE,64,1.2,Russia,oil services,Energy
1730,JOSEPH EDELMAN,64,1.2,United States,hedge funds,Finance & Investments
1730,JOE LACOB,64,1.2,United States,Golden State Warriors,Sports
1730,CHENG XIANFENG,51,1.2,China,pharmaceuticals,Healthcare
1730,GAO YI & FAMILY,51,1.2,China,pharmaceuticals,Healthcare
1730,LIU XIAODONG,52,1.2,China,flavorings,Manufacturing
1730,XU YINGZHUO,52,1.2,China,agribusiness,Food & Beverage
1730,HUANG HONGYUN & FAMILY,53,1.2,China,real estate,Real Estate
1730,YAO KUIZHANG,55,1.2,China,beverages,Food & Beverage
1730,DIAO ZHIZHONG,56,1.2,China,software,Technology
1730,LI JIAQUAN,56,1.2,China,chemicals,Manufacturing
1730,WEI SHAOJUN,57,1.2,China,real estate,Real Estate
1730,ZHOU PING & FAMILY,57,1.2,China,utilities,Service
1730,LI XIAOHUA & FAMILY,58,1.2,China,packaging,Manufacturing
1730,YANG KENG,59,1.2,China,real estate,Real Estate
1730,YI DASHENG,59,1.2,China,conglomerate,Diversified
1730,K. DINESH,65,1.2,India,software services,Technology
1730,HU RONGDA & FAMILY,61,1.2,China,chemicals,Manufacturing
1730,XIANG GUANGDA,62,1.2,China,metals,Metals & Mining
1730,DOU ZHENGGANG,66,1.2,China,"energy, chemicals",Diversified
1730,HUANG WEN TSAI,66,1.2,China,real estate,Real Estate
1730,LI RUCHENG,68,1.2,China,apparel,Fashion & Retail
1730,ZHANG GUIPING & FAMILY,68,1.2,China,real estate,Real Estate
1730,RAYMOND KWOK,66,1.2,Hong Kong,real estate,Real Estate
1730,LIU XUEJING & FAMILY,69,1.2,China,"copper, poultry",Diversified
1730,ZENG XIAOSHAN & FAMILY,75,1.2,China,aluminum,Metals & Mining
1730,HE XIAOPENG,42,1.2,China,electric vehicles,Automotive
1730,HUA XUANDE & FAMILY,76,1.2,China,Pharmaceuticals,Healthcare
1730,REN ZHENGFEI,76,1.2,China,telecom equipment,Telecom
1730,JOAO ALVES DE QUEIROZ FILHO,67,1.2,Brazil,pharmaceuticals,Diversified
1730,SANDOR CSANYI,67,1.2,Hungary,"finance, real estate",Diversified
1730,WOLFGANG LEITNER,67,1.2,Austria,engineering,Construction & Engineering
1730,"JIM JUSTICE, II.",68,1.2,United States,coal,Metals & Mining
1730,FARRIS WILKS,68,1.2,United States,natural gas,Energy
1730,BHADRESH SHAH,68,1.2,India,engineering,Manufacturing
1730,CHANG PYUNG-SOON,69,1.2,South Korea,educational services,Service
1730,TIMOTHY HEADINGTON,69,1.2,United States,"oil & gas, investments",Energy
1730,BULENT ECZACIBASI,70,1.2,Turkey,"pharmaceuticals, diversified",Diversified
1730,ALBERTO PALATCHI,70,1.2,Spain,wedding dresses,Fashion & Retail
1730,DJOKO SUSANTO,70,1.2,Indonesia,supermarkets,Fashion & Retail
1730,SUKANTO TANOTO,70,1.2,Indonesia,diversified,Diversified
1730,THOMAS WU,70,1.2,Taiwan,finance,Finance & Investments
1730,KENTARO OGAWA & FAMILY,71,1.2,Japan,restaurants,Food & Beverage
1730,RUFINO VIGIL GONZALEZ,71,1.2,Mexico,steel,Metals & Mining
1730,FAISAL BIN QASSIM AL THANI,72,1.2,Qatar,"hotels, diversified",Diversified
1730,T.S. KALYANARAMAN,72,1.2,India,jewelry,Fashion & Retail
1730,SALIL SINGHAL,72,1.2,India,agrochemicals,Manufacturing
1730,FLORENTINO PEREZ,73,1.2,Spain,construction,Construction & Engineering
1730,HEMENDRA KOTHARI,73,1.2,India,Financial Services,Finance & Investments
1730,JOHN VAN LIESHOUT,74,1.2,Australia,real estate,Real Estate
1730,LANG WALKER,74,1.2,Australia,real estate,Real Estate
1730,BOB ELL,75,1.2,Australia,real estate,Real Estate
1730,SOLOMON LEW,75,1.2,Australia,retail,Fashion & Retail
1730,ANAND MAHINDRA,64,1.2,India,automobiles,Automotive
1730,JERRY MOYES,76,1.2,United States,transportation,Logistics
1730,THEODORE RACHMAT,76,1.2,Indonesia,diversified,Diversified
1730,GEORGE MARCUS,78,1.2,United States,real estate,Real Estate
1730,MURDAYA POO,79,1.2,Indonesia,diversified,Diversified
1730,BASUDEO SINGH,79,1.2,India,pharmaceuticals,Healthcare
1730,JIM THOMPSON,80,1.2,United States,logistics,Logistics
1730,ION TIRIAC,80,1.2,Romania,"banking, insurance",Finance & Investments
1730,YVON CHOUINARD,81,1.2,United States,Patagonia,Fashion & Retail
1730,MIGUEL FLUXA ROSSELLO,81,1.2,Spain,hotels,Service
1730,THOMAS BAILEY,83,1.2,United States,money management,Finance & Investments
1730,FORREST PRESTON,87,1.2,United States,health care,Healthcare
1730,SUSHILKUMAR PAREKH,87,1.2,India,adhesives,Manufacturing
1730,MORRIS CHANG,88,1.2,Taiwan,semiconductors,Technology
1730,WILMA TISCH,92,1.2,United States,diversified,Finance & Investments
1730,JOHN FARBER,94,1.2,United States,chemicals,Manufacturing
1730,JACOB BURDA,,1.2,Germany,publishing,Media & Entertainment
1851,ALEXANDRA ANDRESEN,23,1.1,Norway,investments,Diversified
1851,KATHARINA ANDRESEN,24,1.1,Norway,investments,Diversified
1851,PEDRO DE GODOY BUENO,29,1.1,Brazil,health insurance,Healthcare
1851,TOM PERSSON,35,1.1,Sweden,H&M,Fashion & Retail
1851,NIKOLAY STORONSKY,35,1.1,Russia,fintech,Technology
1851,FRANCO BITTAR GARCIA,36,1.1,Brazil,retailing,Fashion & Retail
1851,BINNY BANSAL,37,1.1,India,flipkart,Technology
1851,FAHED HARIRI,39,1.1,Lebanon,"construction, investments",Construction & Engineering
1851,CAMILLA DE GODOY BUENO GROSSI,41,1.1,Brazil,medical labs,Healthcare
1851,KOO KWANG-MO,42,1.1,South Korea,LG,Diversified
1851,CHARLOTTE SODERSTROM,43,1.1,Sweden,H&M,Fashion & Retail
1851,KIM JUNG-WOONG,45,1.1,South Korea,cosmetics,Fashion & Retail
1851,KARL-JOHAN PERSSON,45,1.1,Sweden,H&M,Fashion & Retail
1851,SABRINA BENETTON,46,1.1,Italy,"fashion retail, investments",Fashion & Retail
1851,LEE SEO-HYUN,46,1.1,South Korea,Samsung,Diversified
1851,NITI OSATHANUGRAH,46,1.1,Thailand,"energy drinks,investments",Finance & Investments
1851,KEVIN PLANK,47,1.1,United States,Under Armour,Fashion & Retail
1851,ACHARYA BALKRISHNA,47,1.1,India,consumer goods,Food & Beverage
1851,MARKUS BLOCHER,49,1.1,Switzerland,chemicals,Manufacturing
1851,MAREK DOSPIVA,50,1.1,Czechia,investments,Finance & Investments
1851,YURIY KOSIUK,51,1.1,Ukraine,agribusiness,Food & Beverage
1851,JUAN MARIA RIBERAS MERA,51,1.1,Spain,steel,Metals & Mining
1851,DMITRY BOSOV,52,1.1,Russia,coal mining,Metals & Mining
1851,LEE HAE-JIN,52,1.1,South Korea,Internet,Technology
1851,OLEG BOYKO,55,1.1,Russia,diversified,Diversified
1851,TOR PETERSON,55,1.1,United States,commodities,Metals & Mining
1851,FRANCISCO JOSE RIBERAS MERA,55,1.1,Spain,"steel, autoparts",Manufacturing
1851,RADIK SHAIMIEV,55,1.1,Russia,"refinery, chemicals",Energy
1851,BENJAMIN DE ROTHSCHILD,56,1.1,Switzerland,banking,Finance & Investments
1851,KOH WEE MENG,56,1.1,Singapore,"real estate, hotels",Real Estate
1851,TODD WANEK,56,1.1,United States,furniture,Manufacturing
1851,WU XU,56,1.1,St. Kitts and Nevis,real estate,Real Estate
1851,STEFANO GABBANA,57,1.1,Italy,luxury goods,Fashion & Retail
1851,DAVID GOLUB,57,1.1,United States,private equity,Finance & Investments
1851,ALAN ZEKELMAN,57,1.1,Canada,steel,Manufacturing
1851,RANDOLPH LERNER,58,1.1,United States,"banking, credit cards",Finance & Investments
1851,ARISTOTELIS MISTAKIDIS,58,1.1,Greece,"mining, commodities",Metals & Mining
1851,AIRAT SHAIMIEV,58,1.1,Russia,"refinery, chemicals",Energy
1851,SANDEEP ENGINEER,58,1.1,India,plastic pipes,Manufacturing
1851,NANCY LERNER,59,1.1,United States,"banking, credit cards",Finance & Investments
1851,STRIVE MASIYIWA,59,1.1,Zimbabwe,telecom,Telecom
1851,BRETT BLUNDY,60,1.1,Australia,"retail, agribusiness",Fashion & Retail
1851,GUY LALIBERTÉ,60,1.1,Canada,Cirque du Soleil,Media & Entertainment
1851,GEORGE YANCOPOULOS,60,1.1,United States,pharmaceuticals,Healthcare
1851,DOMENICO DOLCE,61,1.1,Italy,luxury goods,Fashion & Retail
1851,MARK LEONARD & FAMILY,63,1.1,Canada,software,Technology
1851,VLADIMIR LESCHIKOV,63,1.1,Russia,real estate,Real Estate
1851,DAN WILKS,63,1.1,United States,natural gas,Energy
1851,PATRICK HANRAHAN,64,1.1,United States,software,Technology
1851,FARUK ECZACIBASI,65,1.1,Turkey,"pharmaceuticals, diversified",Diversified
1851,FREDERIC LUDDY,65,1.1,United States,software,Technology
1851,RICHARD WHITE,65,1.1,Australia,software,Technology
1851,S.D. SHIBULAL,65,1.1,India,software services,Technology
1851,DIEGO DELLA VALLE,66,1.1,Italy,shoes,Fashion & Retail
1851,GARY MAGNESS,66,1.1,United States,"cable TV, investments",Media & Entertainment
1851,MARTIN VIESSMANN,66,1.1,Germany,heating and cooling equipment,Manufacturing
1851,CHEN RUI,42,1.1,China,online entertainment,Media & Entertainment
1851,YI RUBO,43,1.1,China,real estate,Real Estate
1851,WU LANLAN & FAMILY,46,1.1,China,packaging,Manufacturing
1851,XU ZHIHAN,47,1.1,China,electronics,Technology
1851,MICHAEL PRICE,67,1.1,United States,investments,Finance & Investments
1851,SHIGEFUMI WADA,67,1.1,Japan,software,Technology
1851,MA XIUHUI,49,1.1,China,LED lighting,Manufacturing
1851,ERIC YA SHEN,49,1.1,China,online apparel retail,Technology
1851,YUAN JIANDONG & FAMILY,50,1.1,China,pharmaceuticals,Healthcare
1851,DAI WENJUN,51,1.1,China,food,Food & Beverage
1851,LUN RUIXIANG & FAMILY,52,1.1,China,real estate,Real Estate
